Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1967","1967","tonnes","95200","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1968","1968","tonnes","74800","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1969","1969","tonnes","81800","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1970","1970","tonnes","87100","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1971","1971","tonnes","107200","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1972","1972","tonnes","98000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1973","1973","tonnes","81500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1974","1974","tonnes","96900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1975","1975","tonnes","121800","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1976","1976","tonnes","71400","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1977","1977","tonnes","81300","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1978","1978","tonnes","118900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1979","1979","tonnes","136600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1980","1980","tonnes","109460","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1981","1981","tonnes","56400","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1982","1982","tonnes","55600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1983","1983","tonnes","27800","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1984","1984","tonnes","28200","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1985","1985","tonnes","60400","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1986","1986","tonnes","73200","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1987","1987","tonnes","91600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1988","1988","tonnes","97200","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1989","1989","tonnes","84600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1990","1990","tonnes","100400","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1991","1991","tonnes","102400","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1992","1992","tonnes","56039","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1993","1993","tonnes","72552","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1994","1994","tonnes","57702","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1995","1995","tonnes","44930","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1996","1996","tonnes","39647","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1997","1997","tonnes","19009","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1998","1998","tonnes","12126","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","1999","1999","tonnes","12131","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2000","2000","tonnes","12291","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2001","2001","tonnes","5625","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2002","2002","tonnes","10719","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2003","2003","tonnes","6963","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2004","2004","tonnes","8370","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2005","2005","tonnes","9058","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2006","2006","tonnes","6591","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2007","2007","tonnes","7730","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2008","2008","tonnes","11042","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2009","2009","tonnes","17567","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2010","2010","tonnes","11747","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2011","2011","tonnes","5475","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2012","2012","tonnes","8288","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2013","2013","tonnes","12978","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2014","2014","tonnes","13868","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2015","2015","tonnes","8137","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2016","2016","tonnes","11545","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2017","2017","tonnes","5510","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2018","2018","tonnes","10004","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2019","2019","tonnes","8527","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","44","Barley","2020","2020","tonnes","6152","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1961","1961","ha","82000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1962","1962","ha","87000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1963","1963","ha","75122","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1964","1964","ha","76000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1965","1965","ha","76000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1966","1966","ha","64000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1967","1967","ha","69000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1968","1968","ha","70000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1969","1969","ha","66500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1970","1970","ha","66400","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1971","1971","ha","68800","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1972","1972","ha","84600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1973","1973","ha","87000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1974","1974","ha","90700","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1975","1975","ha","120700","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1976","1976","ha","101000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1977","1977","ha","115800","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1978","1978","ha","110900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1979","1979","ha","112400","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1980","1980","ha","115400","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1981","1981","ha","117300","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1982","1982","ha","112200","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1983","1983","ha","112500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1984","1984","ha","109560","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1985","1985","ha","131864","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1986","1986","ha","126986","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1987","1987","ha","121100","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1988","1988","ha","128000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1989","1989","ha","132400","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1990","1990","ha","164600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1991","1991","ha","133742","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1992","1992","ha","126995","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1993","1993","ha","134111","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1994","1994","ha","144822","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1995","1995","ha","167012","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1996","1996","ha","139333","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1997","1997","ha","135290","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1998","1998","ha","121118","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","1999","1999","ha","120680","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2000","2000","ha","115739","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2001","2001","ha","115556","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2002","2002","ha","109327","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2003","2003","ha","114854","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2004","2004","ha","113650","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2005","2005","ha","124611","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2006","2006","ha","120577","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2007","2007","ha","130656","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2008","2008","ha","131714","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2009","2009","ha","123085","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2010","2010","ha","118154","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2011","2011","ha","115542","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2012","2012","ha","117425","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2013","2013","ha","121619","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2014","2014","ha","121698","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2015","2015","ha","125167","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2016","2016","ha","118940","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2017","2017","ha","93102","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2018","2018","ha","79323","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2019","2019","ha","86719","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","176","Beans, dry","2020","2020","ha","91239","","Official data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1961","1961","hg/ha","5388","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1962","1962","hg/ha","5474","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1963","1963","hg/ha","5844","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1964","1964","hg/ha","5526","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1965","1965","hg/ha","5263","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1966","1966","hg/ha","5469","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1967","1967","hg/ha","5594","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1968","1968","hg/ha","5757","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1969","1969","hg/ha","6301","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1970","1970","hg/ha","5843","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1971","1971","hg/ha","7049","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1972","1972","hg/ha","7222","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1973","1973","hg/ha","6540","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1974","1974","hg/ha","7398","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1975","1975","hg/ha","7448","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1976","1976","hg/ha","6693","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1977","1977","hg/ha","6468","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1978","1978","hg/ha","6745","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1979","1979","hg/ha","6646","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1980","1980","hg/ha","7253","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1981","1981","hg/ha","6300","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1982","1982","hg/ha","6497","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1983","1983","hg/ha","7271","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1984","1984","hg/ha","7316","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1985","1985","hg/ha","7505","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1986","1986","hg/ha","8185","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1987","1987","hg/ha","7467","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1988","1988","hg/ha","7492","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1989","1989","hg/ha","7530","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1990","1990","hg/ha","8029","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1991","1991","hg/ha","8076","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1992","1992","hg/ha","9430","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1993","1993","hg/ha","9091","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1994","1994","hg/ha","9319","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1995","1995","hg/ha","9793","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1996","1996","hg/ha","9741","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1997","1997","hg/ha","10096","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1998","1998","hg/ha","9454","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","1999","1999","hg/ha","10108","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2000","2000","hg/ha","10762","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2001","2001","hg/ha","10745","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2002","2002","hg/ha","10713","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2003","2003","hg/ha","10876","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2004","2004","hg/ha","11192","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2005","2005","hg/ha","11543","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2006","2006","hg/ha","11322","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2007","2007","hg/ha","11958","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2008","2008","hg/ha","12215","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2009","2009","hg/ha","11944","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2010","2010","hg/ha","11563","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2011","2011","hg/ha","11223","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2012","2012","hg/ha","11780","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2013","2013","hg/ha","11689","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2014","2014","hg/ha","12253","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2015","2015","hg/ha","10933","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2016","2016","hg/ha","9153","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2017","2017","hg/ha","13188","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2018","2018","hg/ha","12418","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2019","2019","hg/ha","6244","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","176","Beans, dry","2020","2020","hg/ha","12481","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1961","1961","tonnes","44181","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1962","1962","tonnes","47620","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1963","1963","tonnes","43900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1964","1964","tonnes","42000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1965","1965","tonnes","40000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1966","1966","tonnes","35000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1967","1967","tonnes","38600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1968","1968","tonnes","40300","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1969","1969","tonnes","41900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1970","1970","tonnes","38800","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1971","1971","tonnes","48500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1972","1972","tonnes","61100","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1973","1973","tonnes","56900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1974","1974","tonnes","67100","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1975","1975","tonnes","89900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1976","1976","tonnes","67600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1977","1977","tonnes","74900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1978","1978","tonnes","74800","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1979","1979","tonnes","74700","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1980","1980","tonnes","83700","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1981","1981","tonnes","73900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1982","1982","tonnes","72900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1983","1983","tonnes","81800","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1984","1984","tonnes","80155","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1985","1985","tonnes","98964","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1986","1986","tonnes","103943","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1987","1987","tonnes","90425","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1988","1988","tonnes","95900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1989","1989","tonnes","99700","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1990","1990","tonnes","132150","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1991","1991","tonnes","108016","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1992","1992","tonnes","119756","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1993","1993","tonnes","121927","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1994","1994","tonnes","134955","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1995","1995","tonnes","163555","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1996","1996","tonnes","135726","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1997","1997","tonnes","136593","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1998","1998","tonnes","114503","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","1999","1999","tonnes","121981","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2000","2000","tonnes","124559","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2001","2001","tonnes","124166","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2002","2002","tonnes","117123","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2003","2003","tonnes","124920","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2004","2004","tonnes","127194","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2005","2005","tonnes","143834","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2006","2006","tonnes","136514","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2007","2007","tonnes","156236","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2008","2008","tonnes","160883","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2009","2009","tonnes","147017","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2010","2010","tonnes","136626","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2011","2011","tonnes","129672","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2012","2012","tonnes","138324","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2013","2013","tonnes","142163","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2014","2014","tonnes","149112","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2015","2015","tonnes","136847","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2016","2016","tonnes","108867","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2017","2017","tonnes","122783","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2018","2018","tonnes","98504","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2019","2019","tonnes","54147","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","176","Beans, dry","2020","2020","tonnes","113875","","Official data"
"QCL","Crops and livestock products","44","Colombia","5114","Stocks","1181","Beehives","1961","1961","No","55000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5114","Stocks","1181","Beehives","1962","1962","No","57000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5114","Stocks","1181","Beehives","1963","1963","No","59000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5114","Stocks","1181","Beehives","1964","1964","No","61000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5114","Stocks","1181","Beehives","1965","1965","No","63000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5114","Stocks","1181","Beehives","1966","1966","No","65300","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5114","Stocks","1181","Beehives","1967","1967","No","67300","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5114","Stocks","1181","Beehives","1968","1968","No","69400","F","FAO estimate"
