Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1972","1972","ha","2200","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1973","1973","ha","2300","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1974","1974","ha","2300","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1975","1975","ha","2400","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1976","1976","ha","2500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1977","1977","ha","2950","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1978","1978","ha","3300","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1979","1979","ha","3500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1980","1980","ha","3500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1981","1981","ha","3500","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1982","1982","ha","3400","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1983","1983","ha","3200","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1984","1984","ha","3200","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1985","1985","ha","2900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1986","1986","ha","1500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1987","1987","ha","876","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1988","1988","ha","560","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1989","1989","ha","610","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1990","1990","ha","700","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1991","1991","ha","650","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1992","1992","ha","640","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1993","1993","ha","630","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1994","1994","ha","661","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1995","1995","ha","662","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1996","1996","ha","775","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1997","1997","ha","750","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1998","1998","ha","950","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","1999","1999","ha","1141","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2000","2000","ha","1094","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2001","2001","ha","1045","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2002","2002","ha","919","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2003","2003","ha","881","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2004","2004","ha","927","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2005","2005","ha","984","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2006","2006","ha","825","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2007","2007","ha","1090","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2008","2008","ha","3030","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2009","2009","ha","2949","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2010","2010","ha","2932","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2011","2011","ha","3161","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2012","2012","ha","3527","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2013","2013","ha","4035","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2014","2014","ha","3646","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2015","2015","ha","3545","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2016","2016","ha","4149","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2017","2017","ha","6387","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2018","2018","ha","9857","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2019","2019","ha","9609","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","372","Lettuce and chicory","2020","2020","ha","8268","","Official data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1961","1961","hg/ha","58824","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1962","1962","hg/ha","58824","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1963","1963","hg/ha","61111","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1964","1964","hg/ha","61111","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1965","1965","hg/ha","63158","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1966","1966","hg/ha","63158","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1967","1967","hg/ha","65000","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1968","1968","hg/ha","65000","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1969","1969","hg/ha","66667","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1970","1970","hg/ha","66667","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1971","1971","hg/ha","68182","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1972","1972","hg/ha","68182","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1973","1973","hg/ha","69565","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1974","1974","hg/ha","69565","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1975","1975","hg/ha","70833","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1976","1976","hg/ha","70000","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1977","1977","hg/ha","70000","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1978","1978","hg/ha","70000","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1979","1979","hg/ha","70000","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1980","1980","hg/ha","71900","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1981","1981","hg/ha","71429","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1982","1982","hg/ha","67647","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1983","1983","hg/ha","67813","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1984","1984","hg/ha","71888","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1985","1985","hg/ha","85000","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1986","1986","hg/ha","111487","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1987","1987","hg/ha","111233","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1988","1988","hg/ha","113411","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1989","1989","hg/ha","120000","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1990","1990","hg/ha","119114","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1991","1991","hg/ha","134831","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1992","1992","hg/ha","139063","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1993","1993","hg/ha","142857","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1994","1994","hg/ha","147171","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1995","1995","hg/ha","157795","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1996","1996","hg/ha","154839","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1997","1997","hg/ha","200000","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1998","1998","hg/ha","115789","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","1999","1999","hg/ha","164216","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2000","2000","hg/ha","171609","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2001","2001","hg/ha","152804","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2002","2002","hg/ha","161872","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2003","2003","hg/ha","163428","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2004","2004","hg/ha","171251","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2005","2005","hg/ha","155904","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2006","2006","hg/ha","153055","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2007","2007","hg/ha","159275","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2008","2008","hg/ha","206396","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2009","2009","hg/ha","197918","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2010","2010","hg/ha","182561","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2011","2011","hg/ha","178251","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2012","2012","hg/ha","221588","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2013","2013","hg/ha","208843","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2014","2014","hg/ha","213346","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2015","2015","hg/ha","220291","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2016","2016","hg/ha","228515","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2017","2017","hg/ha","258951","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2018","2018","hg/ha","290554","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2019","2019","hg/ha","249579","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","372","Lettuce and chicory","2020","2020","hg/ha","249566","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1961","1961","tonnes","10000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1962","1962","tonnes","10000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1963","1963","tonnes","11000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1964","1964","tonnes","11000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1965","1965","tonnes","12000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1966","1966","tonnes","12000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1967","1967","tonnes","13000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1968","1968","tonnes","13000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1969","1969","tonnes","14000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1970","1970","tonnes","14000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1971","1971","tonnes","15000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1972","1972","tonnes","15000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1973","1973","tonnes","16000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1974","1974","tonnes","16000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1975","1975","tonnes","17000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1976","1976","tonnes","17500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1977","1977","tonnes","20650","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1978","1978","tonnes","23100","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1979","1979","tonnes","24500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1980","1980","tonnes","25165","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1981","1981","tonnes","25000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1982","1982","tonnes","23000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1983","1983","tonnes","21700","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1984","1984","tonnes","23004","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1985","1985","tonnes","24650","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1986","1986","tonnes","16723","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1987","1987","tonnes","9744","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1988","1988","tonnes","6351","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1989","1989","tonnes","7320","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1990","1990","tonnes","8338","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1991","1991","tonnes","8764","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1992","1992","tonnes","8900","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1993","1993","tonnes","9000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1994","1994","tonnes","9728","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1995","1995","tonnes","10446","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1996","1996","tonnes","12000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1997","1997","tonnes","15000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1998","1998","tonnes","11000","F","FAO estimate"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","1999","1999","tonnes","18737","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2000","2000","tonnes","18774","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2001","2001","tonnes","15968","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2002","2002","tonnes","14876","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2003","2003","tonnes","14398","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2004","2004","tonnes","15875","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2005","2005","tonnes","15341","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2006","2006","tonnes","12627","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2007","2007","tonnes","17361","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2008","2008","tonnes","62538","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2009","2009","tonnes","58366","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2010","2010","tonnes","53527","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2011","2011","tonnes","56345","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2012","2012","tonnes","78154","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2013","2013","tonnes","84268","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2014","2014","tonnes","77786","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2015","2015","tonnes","78093","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2016","2016","tonnes","94811","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2017","2017","tonnes","165392","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2018","2018","tonnes","286399","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2019","2019","tonnes","239820","","Official data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","372","Lettuce and chicory","2020","2020","tonnes","206341","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1961","1961","ha","710830","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1962","1962","ha","696900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1963","1963","ha","688760","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1964","1964","ha","771600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1965","1965","ha","868867","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1966","1966","ha","845770","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1967","1967","ha","790000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1968","1968","ha","818000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1969","1969","ha","725000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1970","1970","ha","661400","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1971","1971","ha","666500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1972","1972","ha","624500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1973","1973","ha","580300","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1974","1974","ha","570100","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1975","1975","ha","572700","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1976","1976","ha","647500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1977","1977","ha","580500","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1978","1978","ha","670900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1979","1979","ha","615600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1980","1980","ha","614400","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1981","1981","ha","629000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1982","1982","ha","636100","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1983","1983","ha","582300","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1984","1984","ha","593000","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1985","1985","ha","540600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1986","1986","ha","591600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1987","1987","ha","622800","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1988","1988","ha","664100","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1989","1989","ha","759200","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1990","1990","ha","836900","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1991","1991","ha","821800","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1992","1992","ha","695656","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1993","1993","ha","730504","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1994","1994","ha","740905","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1995","1995","ha","656313","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1996","1996","ha","593448","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1997","1997","ha","573435","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1998","1998","ha","454629","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","1999","1999","ha","540736","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2000","2000","ha","571812","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2001","2001","ha","574281","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2002","2002","ha","554850","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2003","2003","ha","570917","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2004","2004","ha","615855","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2005","2005","ha","576791","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2006","2006","ha","603562","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2007","2007","ha","626616","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2008","2008","ha","623025","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2009","2009","ha","581243","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2010","2010","ha","522237","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2011","2011","ha","601517","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2012","2012","ha","644651","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2013","2013","ha","629857","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2014","2014","ha","505751","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2015","2015","ha","400673","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2016","2016","ha","421346","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2017","2017","ha","379907","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2018","2018","ha","393949","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2019","2019","ha","372778","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","56","Maize","2020","2020","ha","363628","","Official data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","56","Maize","1961","1961","hg/ha","10657","Fc","Calculated data"
