system:index,AREA,CLASEMUN,DPTO,DeptoGeoId,Depto_name,GeoId,HECTARES,MPIO,MPIOS,MuniGeoId,MuniId,Muni_name,NOMBRE_CAB,NOMBRE_DPT,NOMBRE_MPI,OF_REG,PERIMETER,REG_ZONAS,Rural,Total,Urbana,WCOLGEN021,WCOLGEN02_,ZONA,lat,lon,sum,x1,y1,.geo
0000a223e200cfddf9d8,2.91671545775E9,CD,94,94,16,94886,291671.546,886,94886,886,12406,118,CACAHUAL,GUAINIA,CACAHUAL,DABOG,252041.192548,DABOGZONA16,1592,1592,0,1002,870,ZONA16,3.298319413317687,-67.62845840823364,821.0,-67.62845840823364,3.298319413317687,"{""type"":""Polygon"",""coordinates"":[[[-67.94158476657701,3.255699151197979],[-67.94050753449851,3.2290833045215614],[-67.93759013177255,3.2157978939195218],[-67.93530113143231,3.201884076513372],[-67.9335058099534,3.185187472924743],[-67.93408927110104,3.1758966682130523],[-67.93521134713478,3.1713185530076156],[-67.93579480867514,3.1614890771136355],[-67.93579480867514,3.1592000246732317],[-67.93642320800194,3.148203636720324],[-67.93287741135012,3.1417853708950236],[-67.93000486396907,3.1365788933021883],[-67.92601024745531,3.133706345693375],[-67.92080378347958,3.128499849194772],[-67.9150138737446,3.1244155365529043],[-67.90751836769769,3.119792544416351],[-67.90289539717678,3.115708164408581],[-67.89719522266678,3.111713564543576],[-67.89198873036901,3.1058786835487946],[-67.88619880015118,3.0977099502744716],[-67.88099233277711,3.0902144490675387],[-67.87408029196747,3.0815070685320345],[-67.86999589773554,3.0785896526390553],[-67.86250044771836,3.0727997221869146],[-67.8568001934184,3.0670097808337484],[-67.85271583153023,3.0618033187351914],[-67.84930469809457,3.0553850104379197],[-67.84930469809457,3.040977495503775],[-67.84809288288817,3.0306094344890506],[-67.84580378932411,3.017907486760776],[-67.84522035057442,3.009783559171525],[-67.84409822748388,3.0004927457343644],[-67.84288641526624,2.993580701376504],[-67.84351478920686,2.9895860846085185],[-67.84288641526624,2.980878712040519],[-67.84230288636277,2.973383252171278],[-67.84118085579463,2.967009808715353],[-67.83651299679444,2.968221669290039],[-67.83539087838288,2.966381420650119],[-67.83139624730221,2.9652144436549377],[-67.81918799723968,2.9669200381912115],[-67.81232091181495,2.970420926132398],[-67.80540882419365,2.974415516915648],[-67.79791333586117,2.9801156935618565],[-67.78871227093605,2.9859056689955383],[-67.7782993867842,2.9893168048556746],[-67.77138733098067,2.9938949027658293],[-67.7638917955082,2.9966776423180446],[-67.75118988716984,2.999011620255228],[-67.74378412046546,3.00071716137709],[-67.73278772524253,3.004083430465857],[-67.72529217014113,3.0064173375476693],[-67.71380208719394,3.0104119597094465],[-67.70231199140966,3.01548376947594],[-67.693604584546,3.0189846476592606],[-67.68382004008883,3.0211839380646146],[-67.67520241353176,3.0218122804189],[-67.6630839151938,3.0251785637283852],[-67.65558840551273,3.026884133667863],[-67.64750946715988,3.031507076357887],[-67.63938554969353,3.041291649496991],[-67.63251845393798,3.0527817801668626],[-67.6278954468699,3.0603221562352907],[-67.62448429546268,3.0654837788814904],[-67.62098347359412,3.0701066932943775],[-67.61811086128682,3.0746848517234198],[-67.61290444763569,3.079891286233758],[-67.60491523440372,3.0820905652709754],[-67.60199781506196,3.0833024447515327],[-67.59679136805129,3.084379642938271],[-67.5882186206364,3.0832126620159945],[-67.5807231251524,3.0808786965012804],[-67.5725992150934,3.0750887564417155],[-67.56339816473675,3.0687153157982117],[-67.43031920424713,3.196318560148581],[-67.38301226777101,3.196094112108],[-67.3806783400889,3.2070905050526703],[-67.3806783400889,3.2169199758457254],[-67.38130669776356,3.231417233051148],[-67.38189013408906,3.241201850929634],[-67.3743946008017,3.2521084540601284],[-67.35599252924553,3.261893051027759],[-67.3449961176976,3.269298791194219],[-67.33920615564575,3.2802951731817003],[-67.33000505923863,3.3021981921684644],[-67.32372142901164,3.3143167189540734],[-67.32372142901164,3.335681142117489],[-67.33579497191961,3.366291569342022],[-67.34050774412957,3.3842897708202675],[-67.3392959046407,3.3889127495005353],[-67.34800322924454,3.401121002916824],[-67.3652833234301,3.4086164884527674],[-67.38489734574648,3.4214082419553806],[-67.40271598834302,3.4306990800925976],[-67.41891885454339,3.45049261077327],[-67.4125903460492,3.4631048150059467],[-67.41721332212802,3.4873866300778276],[-67.425786023359,3.5042178623027334],[-67.44948435861058,3.549415333514963],[-67.45531925737056,3.5783202160407965],[-67.4581917016905,3.5933111892570917],[-67.46160288587849,3.608302259416495],[-67.46739282665828,3.6257169585752207],[-67.46568722533092,3.632584074502016],[-67.48471779494399,3.6529162247278224],[-67.49400860407954,3.6707797776534425],[-67.49679137660114,3.6806989762005973],[-67.50778774807993,3.7125212487446544],[-67.51698887125593,3.721183676176197],[-67.53839817327878,3.7258964431086876],[-67.54988828075376,3.712117258961198],[-67.57928685837547,3.703005972639768],[-67.60931379379066,3.7013901515476615],[-67.608685414358,3.6898102728390367],[-67.60931379379066,3.684020334901383],[-67.60980747520202,3.6771082943915427],[-67.6091790955569,3.6701962834620345],[-67.60810196488825,3.6631945030593074],[-67.60689004604241,3.656910855631308],[-67.60518453914425,3.6487869502175228],[-67.60289549591842,3.640079603595854],[-67.59939454373107,3.634918023796211],[-67.59189908039183,3.6267941803096693],[-67.58848792224707,3.6239216456116425],[-67.5844035654501,3.618715184781085],[-67.576907999282,3.6075841024217974],[-67.57399063734239,3.5977995561742473],[-67.57120788518203,3.5890922056650623],[-67.5682904442263,3.581596709126937],[-67.5670785593558,3.5735176749793474],[-67.5664951269803,3.561399218239538],[-67.56770701134018,3.5568210909756925],[-67.57111811907589,3.5499091152358835],[-67.57798519740231,3.5400796590568713],[-67.58319166662262,3.534289706064992],[-67.58781471379082,3.530295119845946],[-67.59418810613798,3.522799554141304],[-67.59939454373107,3.5165159349224244],[-67.60689004604241,3.5118929640416923],[-67.61429581813341,3.507314807944719],[-67.62529222057992,3.5026918900275956],[-67.63390984278261,3.5009863155977987],[-67.64432274351543,3.4999090702697075],[-67.65989725047663,3.496497986754507],[-67.67430478087101,3.490797783510205],[-67.68750045900062,3.48451410405011],[-67.70078592708711,3.475896539637401],[-67.72268896703068,3.458077898141675],[-67.72901752254698,3.4512107221652277],[-67.73417910947153,3.443715209423485],[-67.76128862654127,3.412611114767239],[-67.77511268846428,3.391919939024972],[-67.78610906726308,3.379801384143365],[-67.79468176082374,3.3693884997653822],[-67.80222217160721,3.3613992933884465],[-67.8062167446442,3.3561928077640673],[-67.8130838999248,3.3499091355846744],[-67.81829038285832,3.345286156071152],[-67.825785857249,3.3407080427187426],[-67.83619881085497,3.3360850674960973],[-67.84939447905656,3.3315070303327246],[-67.85980736791423,3.3263903041485947],[-67.87309287230424,3.3201066104133563],[-67.87820953927677,3.3171892359554596],[-67.89207851306223,3.306910938353844],[-67.90419702522244,3.300582427545741],[-67.91169252088768,3.2970814855519164],[-67.92381095058954,3.2907978790018575],[-67.92901742088036,3.2873867124659015],[-67.93359550322366,3.2828085935431113],[-67.93821853154222,3.2758966249503887],[-67.94158476657701,3.255699151197979]]]}"
0000718fc3064df51913,4.34204850198E9,CD,94,94,16,94883,434204.85,883,94883,883,12151,765,SAN FELIPE,GUAINIA,SAN FELIPE,DABOG,391970.802952,DABOGZONA16,1362,1362,0,1004,947,ZONA16,2.111626016326934,-67.462667756982,822.3019607843136,-67.462667756982,2.111626016326934,"{""type"":""Polygon"",""coordinates"":[[[-67.87820953927677,2.1741016469594596],[-67.87699770801065,2.168895159877615],[-67.87529212165364,2.161399648263373],[-67.87408029196747,2.1516151074015726],[-67.86600129270317,2.1319113628510493],[-67.86200669494623,2.1277820411581674],[-67.85451118146871,2.1232040021645378],[-67.83952014250309,2.119119584953339],[-67.8286135181079,2.1144068762697876],[-67.81411622657824,2.10911061390657],[-67.79921499074352,2.1004032831955968],[-67.78422390941996,2.0916959100544856],[-67.77901751801421,2.0852776224908975],[-67.77201568208955,2.0702866059294602],[-67.76968174264717,2.0627012921020995],[-67.7656871556156,2.05350026063058],[-67.76452014405761,2.0425038293146143],[-67.76510364974364,2.0251788534329145],[-67.76618088450157,2.0101878483519884],[-67.76680923383594,1.9951070620645985],[-67.77031009317638,1.97778212880527],[-67.77138733098067,1.9617139032599744],[-67.7743047811697,1.943221976177525],[-67.7765937921076,1.9206905633614857],[-67.7782993867842,1.9004931310677315],[-67.77888280585243,1.8865792846166882],[-67.77942147263707,1.8762112511887328],[-67.78229400092289,1.8628809326259568],[-67.78579488931906,1.8536798131494712],[-67.78920600590358,1.84331179426085],[-67.79149503492265,1.8334823832410467],[-67.79149503492265,1.82769239480939],[-67.79149503492265,1.816785796614669],[-67.77879311903033,1.7999994292970214],[-67.77758125582969,1.7733835970988907],[-67.76272487605529,1.7882848526195445],[-67.74360456836745,1.8136887845450766],[-67.71429580152024,1.8355021098703577],[-67.70908934200243,1.8447031641889742],[-67.69180929928886,1.87639078471032],[-67.67448432555372,1.8965882671052756],[-67.6635777050971,1.9172794176312802],[-67.64001394207932,1.9500891303010643],[-67.61981647417187,1.9852776649138055],[-67.60890979007748,1.9978898312325835],[-67.59329043071264,2.0112201705233894],[-67.56851490451977,2.0242811898191597],[-67.55469083793513,2.0376115776268895],[-67.54091165716038,2.045600798918523],[-67.52071415646058,2.063419448458461],[-67.51088476320004,2.0744158137964095],[-67.48440358870778,2.0672794102288723],[-67.47228511001022,2.0626115618171355],[-67.44979855594373,2.0568215944463537],[-67.4370965916308,2.0508970096274344],[-67.40711458438993,2.0207803146099224],[-67.38229406571206,1.9877910732857516],[-67.36559749789448,1.9605020744458141],[-67.35347906699202,1.9211843035188236],[-67.33898173772548,1.887117871439112],[-67.32291351819597,1.8465882625637318],[-67.30958321503353,1.8055200681874832],[-67.29279684503989,1.7689850659982158],[-67.27551674861697,1.7574051792631566],[-67.2554090305258,1.7399904629849108],[-67.23229411510593,1.71220769645969],[-67.21550776095596,1.685502129377318],[-67.19710562388262,1.6577193721012349],[-67.18382018582389,1.6253136281025031],[-67.17048984122302,1.5877014870443937],[-67.1509207052697,1.5881951971543984],[-67.14338034382911,1.6008971269559114],[-67.13880224575713,1.6083926731417204],[-67.12040008389994,1.653904342846165],[-67.1054091176122,1.6561933901244834],[-67.09849704399187,1.6584823871682675],[-67.0915850247913,1.6596044625122612],[-67.08642347764335,1.6606816913529916],[-67.07551685796912,1.6613100586988327],[-67.06851502548233,1.6623872573410072],[-67.06389204559264,1.6630156046717524],[-67.05469097651863,1.6645865420295456],[-67.05069639616018,1.6652148735121157],[-67.03049888848567,1.670286702911974],[-67.05361376607135,1.7096942509673116],[-67.05531930445885,1.718401568667003],[-67.05531930445885,1.737387243402122],[-67.0576083601626,1.7552956708836025],[-67.05998723562554,1.7779168560413738],[-67.06461019440457,1.795780415579973],[-67.07497823946262,1.8102776699828846],[-67.08072324813301,1.8271089290204554],[-67.08709673699894,1.8461843179609392],[-67.09571433902745,1.8635092615204651],[-67.11712366630387,1.8960047612094726],[-67.14540007089448,1.9209150284277001],[-67.1493947180064,1.934783939011356],[-67.14647730291985,1.9381950455347614],[-67.1389817981884,1.954397934751507],[-67.13328159408377,1.9700173239753185],[-67.12690822670014,1.9808791002606627],[-67.12699795627195,1.9987874884466987],[-67.13099252224357,2.0149903953916115],[-67.13911643980701,2.0376115550079072],[-67.13328159408377,2.0526025320924384],[-67.13790457504693,2.0578090343236495],[-67.16559758656194,2.064810791833908],[-67.18000513239818,2.06490060196848],[-67.18929595371274,2.075896977051944],[-67.20940367947514,2.11122011556052],[-67.21348806461374,2.134918533897325],[-67.22789560883916,2.156911355397858],[-67.2319799808922,2.1719921033278684],[-67.24010386036363,2.2014804302387514],[-67.2388919569533,2.2198825895043446],[-67.23718643887027,2.2325845883127293],[-67.22569631767075,2.25399386261113],[-67.2135778025401,2.265483972748111],[-67.2119171521961,2.2850980264596523],[-67.21649524435045,2.2995953047926387],[-67.22340729262004,2.307719162702393],[-67.23260834034201,2.321588130397867],[-67.24297637470345,2.334918484605866],[-67.25168370909336,2.351121306757137],[-67.26438570094864,2.3546222417322022],[-67.28741079207492,2.3634193574078934],[-67.30011277470841,2.3744157325569724],[-67.32201586043787,2.403993845635802],[-67.34050774412957,2.432404982721134],[-67.35199787195381,2.4473959424456804],[-67.35890992039566,2.4596042391304684],[-67.37219536403248,2.471184136657308],[-67.38319177288983,2.475896843522937],[-67.39239285784238,2.485681447785644],[-67.40329943563573,2.474191329975507],[-67.41030128083527,2.468491129986838],[-67.42008585664138,2.4644964923638963],[-67.42991525582966,2.462790939612144],[-67.44019352138363,2.4587963296385493],[-67.44598345104828,2.4565072917888693],[-67.44939460095037,2.4548017502857724],[-67.45751846910376,2.4525126896116207],[-67.46101940992413,2.448518081587863],[-67.46389195858058,2.444388782114692],[-67.46671958901935,2.4409776514387667],[-67.47022046513023,2.4381051078277736],[-67.47829945476093,2.434694035187599],[-67.48341613587282,2.4318214829942653],[-67.48862259835391,2.428904076559145],[-67.50249153661392,2.4209148624315997],[-67.50940355345092,2.416291868495422],[-67.51568727028051,2.4122972481191063],[-67.5221055252855,2.4100081890546443],[-67.53238382035696,2.4065970798376743],[-67.54858664753354,2.4048915214376483],[-67.55890980097658,2.404981240126065],[-67.56927786970301,2.4061931005059605],[-67.58660281204456,2.413688617584456],[-67.59701574192775,2.418401376088252],[-67.60971770666472,2.426480394016456],[-67.61308398510651,2.429397765943726],[-67.62241969088443,2.4324049742718277],[-67.62699775075686,2.433616821132325],[-67.63220421379307,2.435905840081305],[-67.63911623875059,2.4371177347997177],[-67.64598345527922,2.4371177054867337],[-67.65118989243487,2.4354121119934997],[-67.65352384960772,2.431911212030223],[-67.65518448033191,2.427916619734572],[-67.65518448033191,2.418087160207601],[-67.6558128791781,2.4070908045094215],[-67.65518448033193,2.397889734278646],[-67.65460101282208,2.386309807341106],[-67.65518448033191,2.383392393843999],[-67.65689004398023,2.3811033520560247],[-67.66039094842189,2.378185973002118],[-67.663802088956,2.37769221682772],[-67.67080384551305,2.3776921927686883],[-67.68000492508729,2.377692246599117],[-67.68691697961509,2.379487580734357],[-67.69728502551271,2.383616817544982],[-67.7036135767621,2.391112318508802],[-67.7088200192872,2.396318809748997],[-67.71568717076416,2.4026922316042083],[-67.72381101803394,2.4091105599183797],[-67.729017522547,2.414316985783452],[-67.73651300278743,2.4184013832608047],[-67.74571407927188,2.4231141083606733],[-67.7537930416066,2.4248196694272544],[-67.76591155301284,2.4259866679321385],[-67.77798521014269,2.427781979605745],[-67.79418802444427,2.4314175564986087],[-67.80859557292085,2.435501898018625],[-67.818918749268,2.4384193348245433],[-67.82699775040639,2.4395862967365587],[-67.8339097303122,2.439002774196606],[-67.84091151396991,2.436220022025563],[-67.84831728969031,2.4286796213384183],[-67.85011263592544,2.4206006579425305],[-67.85011263592544,2.4125216742677065],[-67.84890072929437,2.403320563578271],[-67.84661172581977,2.385412179165162],[-67.84539991215559,2.372081789018159],[-67.83790436625168,2.355295445083734],[-67.83157580769044,2.33972093708627],[-67.82699775040639,2.3286796824109994],[-67.82690797041118,2.30619318053273],[-67.82690797041118,2.2929076852642094],[-67.82982541294453,2.2772883273257474],[-67.83269792402804,2.259379910682913],[-67.83561528382397,2.2483834560050826],[-67.83960992304763,2.2380154122683673],[-67.84248244769472,2.232315274743179],[-67.84647710003681,2.228320636898523],[-67.85280561263593,2.2214086410329523],[-67.86209647643867,2.213284737666196],[-67.86838009850273,2.206417590434792],[-67.87470867497134,2.19429908598191],[-67.87820953927677,2.1798915570741753],[-67.87820953927677,2.1741016469594596]]]}"
00006dc357730dab0ddc,1.22607103699E9,CD,94,94,16,94885,122607.104,885,94885,885,12309,434,LA GUADALUPE,GUAINIA,LA GUADALUPE,DABOG,165742.475412,DABOGZONA16,225,225,0,1007,1009,ZONA16,1.367860554520645,-67.02656701560241,23.0,-67.02656701560241,1.367860554520645,"{""type"":""Polygon"",""coordinates"":[[[-67.17048984122302,1.5877014870443937],[-67.15958319714215,1.547800202820555],[-67.15379331387076,1.5136889074807787],[-67.1490805204088,1.4986979058608652],[-67.13759038141727,1.4679977561964643],[-67.12430498208731,1.4362203903174107],[-67.10989740811611,1.3899007918937145],[-67.10347911698028,1.3599187658450844],[-67.10289566307546,1.3320911504036066],[-67.10060657841352,1.3004035321514085],[-67.09710569040594,1.2702868438056467],[-67.09997821753393,1.2523784266455424],[-67.10689021186838,1.2213191611287593],[-67.10460120774287,1.1947033796471593],[-67.09589379186784,1.1685813152496223],[-67.09131575596288,1.13052026220932],[-67.09302127812465,1.1009870914155926],[-66.87399086993263,1.1406190301348609],[-66.88260846737214,1.1683120233998123],[-66.89360481779981,1.1863101977205237],[-66.90110037201973,1.197306643993162],[-66.90460123705304,1.2065076871980103],[-66.90460123705304,1.2145867082534114],[-66.90002318601726,1.2232940383264939],[-66.8924827450175,1.2330785916064535],[-66.8901937071617,1.2469026138971402],[-66.88669281777086,1.2521090891858357],[-66.88377542236665,1.2596045935292377],[-66.88391002219863,1.2798021056013298],[-66.8948166873559,1.301794931479817],[-66.90231225353844,1.3197033515029921],[-66.92188130671835,1.3377015605776013],[-66.93058870006905,1.3527823149750335],[-66.93579516847605,1.3753137408340104],[-66.93579516847605,1.3956010025556382],[-66.93808416052339,1.415214970948434],[-66.94450253581272,1.4394968409375575],[-66.94908057754557,1.4539043755122478],[-66.95428707805614,1.478186260303126],[-66.96411646137945,1.4943891037211905],[-66.9768184347232,1.5113101125672606],[-66.98139657187157,1.5263011044627306],[-66.98489743231232,1.5487876274794228],[-66.9906874516015,1.5684914170554258],[-67.00338938925967,1.5859061568821204],[-67.01371250080088,1.6043980487725993],[-67.01838038192346,1.6218127260344435],[-67.03049888848567,1.670286702911974],[-67.05069639616018,1.6652148735121157],[-67.05469097651863,1.6645865420295456],[-67.06389204559264,1.6630156046717524],[-67.06851502548233,1.6623872573410072],[-67.07551685796912,1.6613100586988327],[-67.08642347764335,1.6606816913529916],[-67.0915850247913,1.6596044625122612],[-67.09849704399187,1.6584823871682675],[-67.1054091176122,1.6561933901244834],[-67.12040008389994,1.653904342846165],[-67.13880224575713,1.6083926731417204],[-67.14338034382911,1.6008971269559114],[-67.1509207052697,1.5881951971543984],[-67.17048984122302,1.5877014870443937]]]}"
